Sample;;;;;;;13C4-PFBA Results;;;;PFBA Results;;;;13C5-PFPeA Results;;;;PFPeA Results;;;;4:2 FTS Results;;;;13C2-4:2FTS Results;;;;13C5-PFHxA Results;;;;PFHxA Results;;;;13C3-PFBS Results;;;;PFBS Results;;;;13C3-HFPO-DA Results;;;;HFPO-DA Results;;;;PFPHpA Results;;;;13C4-PFHpA Results;;;;PFPeS Results;;;;ADONA Results;;;;6:2 FTS Results;;;;13C2-6:2FTS Results;;;;13C8-PFOA Results;;;;PFOA Results;;;;PFHxS Results;;;;13C3-PFHxS Results;;;;PFNA Results;;;;13C9-PFNA Results;;;;PFHpS Results;;;;8:2 FTS Results;;;;13C2-8:2FTS Results;;;;13C6-PFDA Results;;;;PFDA Results;;;;D3-NMeFOSAA Results;;;;NMeFOSAA Results;;;;PFOS Results;;;;13C8-PFOS Results;;;;D5-NEtFOSAA Results;;;;NEtFOSAA Results;;;;PFUnA Results;;;;13C7-PFUnA Results;;;;9Cl-PF3ONS Results;;;;PFNS Results;;;;PFDoA Results;;;;13C2-PFDoA Results;;;;PFDS Results;;;;PFTrDA Results;;;;11Cl-PF3OUdS Results;;;;13C2-PFTeDA Results;;;;PFTeDA Results;;;;PFOSA Results;;;;13C8-PFOSA Results;;;;D7-NMeFOSE Results;;;;NMeFOSE Results;;;;NMeFOSA Results;;;;D3-NMeFOSA Results;;;;NEtFOSA Results;;;;D9-NEtFOSE Results;;;;NEtFOSE Results;;;;D5-NEtFOSA Results;;;
;;Name;Data File;Type;Level;Acq. Date-Time;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N;RT;Final Conc.;Accuracy;S/N
!;!;Goethite 1 1:5 48h;81.d;Sample;;6/24/2025 10:58 AM;3.225;10.0502;;12918.45;3.228;0.2729;;267.42;4.288;5.2652;;40380.07;4.301;0.0063;;25.93;4.782;0.0055;;8.96;4.736;3.52;;955.19;4.921;2.5009;;38770.36;4.925;0.2706;;531.13;4.979;2.7489;;16055.88;4.974;0.2794;;242.38;5.11;10.2075;;9252.65;5.114;0.0006;;28.65;5.412;0.005;;5.11;5.415;2.4571;;10236.38;5.569;0.0002;;1.99;5.574;0.0001;;7.19;5.639;0.0218;;25.07;5.66;3.5017;;7459.29;5.836;2.5056;;3650.54;5.84;0.1843;;31.83;5.996;0.2446;;1261.4;5.991;2.5849;;6480.25;6.228;0.043;;23.06;6.232;1.3171;;755.02;6.449;0.0017;;2.36;6.446;0.0039;;3.89;6.418;1.5453;;126.32;6.617;1.2615;;2506.57;6.612;0.0008;;2.18;6.677;1.0566;;2852.62;6.62;0.0015;;1.91;6.803;0.0013;;5.55;6.806;2.5242;;1622.09;6.857;0.5645;;463.71;6.85;0.1712;;43.78;6.927;0.051;;8.97;6.995;0.5164;;676.35;7.119;0.0001;;4.48;7.205;0.0017;;5.39;7.359;0.0053;;1.41;7.364;0.3316;;910.88;7.575;0.0003;;1.98;7.768;0.022;;1.48;7.885;0;;1.56;8.085;0.1549;;454.35;8.082;0.0336;;2.14;8.47;0.002;;2.21;8.5;0.771;;176.25;9.724;3.9781;;1625.29;9.721;0.0669;;2.81;9.861;0.0133;;1.51;9.855;0.213;;331.43;10.131;0.0721;;2.81;10.073;1.7917;;365.84;10.117;0.0323;;5.94;10.187;0.0846;;82.56
!;!;Goethite 1 1:25 48h;82.d;Sample;;6/24/2025 11:13 AM;3.225;9.9374;;17753.34;3.228;0.2856;;307.2;4.288;5.2254;;13512.06;4.292;0.0068;;21.56;4.716;0.0029;;22.46;4.736;3.7158;;6989.23;4.921;2.4721;;50275.51;4.925;0.2859;;625.4;4.979;2.738;;12659.33;4.983;0.2748;;478.71;5.118;10.018;;9515.35;5.114;0.0012;;194.03;5.421;0.0041;;3.21;5.415;2.3991;;23918.47;5.569;0.0005;;11.85;5.583;0.0002;;18.36;5.697;0.0141;;32.13;5.66;3.5316;;4357.88;5.836;2.5274;;45842.98;5.84;0.2897;;60.12;5.987;0.2964;;940.89;5.991;2.5697;;8352.53;6.236;0.091;;25.51;6.232;1.3178;;22400.42;6.35;0.0027;;7.96;6.463;0.0315;;34.99;6.426;1.7978;;157.57;6.609;1.2541;;3493.4;6.621;0.0006;;0.39;6.668;0.9218;;1579.24;6.67;0.0074;;3.91;6.82;0.021;;92.55;6.806;2.5203;;5806.79;6.857;0.6995;;1489.89;6.792;0.0208;;5.59;6.959;0.0109;;2.28;6.986;0.513;;4153.23;7.119;0.0002;;9.55;7.057;0.0014;;7.1;7.367;0.0307;;5.56;7.355;0.4129;;1030.74;7.426;0.0006;;7.26;7.834;0.1058;;2.8;7.819;0.0001;;5.36;8.085;0.1343;;179.01;8.148;0.0274;;1.19;8.511;0.0038;;6.97;8.5;0.6347;;4477.79;9.724;3.0788;;796.6;9.746;0.1584;;10.14;9.92;0.0046;;3.43;9.855;0.2013;;782.42;10.14;0.0857;;4.97;10.073;1.5018;;686.69;10.001;0.1904;;7.85;10.195;0.0799;;52.3
!;!;Goethite 1 blank;83.d;Sample;;6/24/2025 11:28 AM;3.225;9.9509;;7212.01;3.228;0.0017;;3.51;4.288;5.2384;;6836.16;4.301;0.0111;;15.18;4.732;0.0019;;6.48;4.736;3.6238;;7828.38;4.921;2.4914;;68540.51;4.925;0.0052;;20.38;4.979;2.7239;;44358.16;4.999;0.0002;;6.83;5.118;10.2065;;23238.72;5.122;0.0011;;62.66;5.404;0.005;;4.78;5.415;2.3993;;5213.16;5.552;0.0004;;12.23;5.549;0.0001;;14.8;5.639;0.0199;;14.85;5.66;3.6418;;11969.83;5.836;2.5697;;79085.17;5.848;0.0007;;0.25;6.021;0.0102;;32.19;5.991;2.4494;;4694.98;6.228;0.0006;;1.54;6.232;1.2822;;20987.91;6.391;0.0039;;23.97;6.627;0.0054;;2.61;6.426;1.3942;;1370.99;6.609;1.3253;;3921.49;6.604;0;;-0.05;6.677;0.8726;;1685.36;6.604;0.0081;;4.07;6.82;0.0002;;4.61;6.814;2.3959;;5861.4;6.866;0.5907;;46.99;6.874;0.0454;;14.27;6.918;0.0363;;4.93;6.995;0.6351;;2169.54;7.176;0.0001;;3.98;7.23;0.0001;;0.78;7.285;0.0238;;1.95;7.347;0.3561;;1045.4;7.84;0.0007;;33.75;7.76;0.0355;;4.94;7.719;0.0001;;13.97;8.085;0.1336;;368.23;8.197;0.1003;;1.43;8.478;0.012;;17.07;8.5;0.8054;;6172.5;9.724;3.834;;247.13;9.655;0.1808;;9.61;9.837;0.0019;;1.73;9.855;0.2404;;1674.48;10.14;0.0178;;2.63;10.073;1.6574;;1350.54;10.109;0.4262;;4.95;10.195;0.1173;;71.01
!;!;Goethite 2 1:2 48h;84.d;Sample;;6/24/2025 11:44 AM;3.225;9.9007;;9824.11;3.228;0.358;;419.15;4.288;5.225;;18640.96;4.292;0.0075;;9.71;4.74;0.0019;;19.42;4.736;3.5434;;1690.11;4.921;2.4478;;14961.92;4.925;0.3478;;934.56;4.979;2.7007;;5346.72;4.974;0.3526;;418.77;5.11;10.0093;;30933.33;5.097;0.0012;;97.48;5.437;0.0025;;5.51;5.415;2.4025;;53084.18;5.577;0.0003;;1.59;5.607;0.0001;;9.12;5.681;0.0123;;14.02;5.66;3.5953;;8590.54;5.836;2.4418;;37659.48;5.84;0.2229;;26.67;5.987;0.3087;;956.09;5.991;2.5034;;3396.49;6.22;0.0398;;21.3;6.232;1.2788;;12740.47;6.474;0.0006;;6.29;6.274;0.0046;;1.41;6.435;1.381;;3354.48;6.617;1.2411;;10292;6.621;0.0007;;2.98;6.677;1.068;;91.84;6.637;0.0108;;19.02;6.82;0.0008;;10.86;6.806;2.4733;;2487.69;6.857;0.6225;;543.6;6.809;0.0152;;5.07;6.992;0.065;;7.14;6.986;0.6222;;134.51;7.102;0.0001;;4.13;7.213;0.0013;;6.49;7.302;0.0193;;2.18;7.364;0.3404;;1964.45;7.824;0.0024;;16.73;7.527;0.0619;;2.48;7.811;0;;2.09;8.085;0.1388;;40.19;8.057;0.0409;;2.31;8.478;0.0077;;5.58;8.5;0.9204;;3737.18;9.724;4.2889;;268.68;9.763;0.0843;;16.37;9.903;0.0121;;6.42;9.855;0.2153;;851.62;10.198;0.3018;;13.48;10.073;1.7986;;385.35;10.158;0.149;;16.91;10.204;0.0896;;192.47
!;!;Goethite 2 1:5 48h;85.d;Sample;;6/24/2025 11:59 AM;3.225;9.9601;;6472.31;3.228;0.2823;;263.95;4.288;5.2671;;67196.77;4.292;0.0065;;25.2;4.74;0.0051;;42.21;4.736;3.4318;;4756.62;4.921;2.5113;;11596.04;4.925;0.2866;;326.35;4.979;2.6909;;13711.73;4.983;0.2712;;297.66;5.118;10.202;;9722.2;5.122;0.0006;;16.85;5.412;0.0057;;6.3;5.415;2.386;;45078.94;5.519;0.0001;;2.8;5.599;0;;10.53;5.681;0.0047;;6.64;5.66;3.359;;24002.47;5.844;2.7292;;29476.26;5.84;0.2118;;20.1;5.996;0.2562;;653.93;5.991;2.4991;;8094.69;6.236;0.0604;;18.04;6.232;1.301;;3437.39;6.523;0.0015;;19.4;6.364;0.0145;;21.52;6.435;1.6946;;156.6;6.617;1.2859;;6659.54;6.604;0.0002;;0.58;6.677;1.1464;;2962.47;6.76;0.0058;;6.82;6.787;0.0044;;11.26;6.814;2.4178;;3033.55;6.857;0.8835;;1434.09;6.841;0.0055;;4.57;6.935;0.0163;;3.27;6.995;0.7048;;4382.57;7.127;0.0002;;5.91;7.197;0.0003;;2;7.376;0.0341;;7.19;7.355;0.386;;1790.96;7.633;0.0001;;1.83;7.793;0.0113;;3.13;7.786;0.0001;;3.11;8.085;0.216;;323.66;8.073;0.0308;;4.71;8.503;0.0085;;49.77;8.5;1.328;;4145.54;9.724;6.0905;;17810.94;9.68;0.027;;8.55;9.762;0.009;;4.78;9.855;0.2981;;628;9.957;0.0937;;8.64;10.073;3.5314;;1343.75;10.1;0.0951;;17.37;10.195;0.1315;;67.33
!;!;Goethite 2 1:25 48h;86.d;Sample;;6/24/2025 12:14 PM;3.225;9.9684;;5520.33;3.228;0.2877;;292.24;4.288;5.2449;;11971.7;4.292;0.0074;;19.28;4.807;0.0052;;51.95;4.736;3.61;;6672.89;4.921;2.4769;;6319.44;4.925;0.2862;;516.8;4.979;2.666;;11705.32;4.974;0.273;;713.17;5.118;10.0489;;9652.52;5.105;0.0013;;165.49;5.404;0.0031;;14.9;5.415;2.3992;;5495.02;5.56;0.0004;;4.27;5.558;0.0001;;15.51;5.714;0.006;;12.05;5.66;3.3614;;6653.99;5.836;2.6516;;50632.85;5.84;0.2644;;49.89;5.987;0.2879;;1423.51;5.991;2.49;;4411.49;6.236;0.0992;;30.01;6.232;1.3407;;23548.16;6.432;0.0025;;8.77;6.422;0.0029;;3.81;6.426;1.6054;;2050.18;6.617;1.336;;4521.19;6.621;0;;1.47;6.685;1.2369;;1948.78;6.645;0.002;;1.43;6.795;0.0021;;11.62;6.814;2.4496;;1802.04;6.866;0.7637;;380.33;6.866;0.0723;;27.89;6.886;0.0397;;5.44;6.995;0.6583;;2069.61;7.061;0.0002;;3.04;7.131;0.0021;;3.74;7.359;0.0465;;4.99;7.355;0.361;;922.21;7.451;0.0015;;5.64;7.502;0.0378;;3.15;7.852;0;;2.65;8.085;0.1838;;182.26;8.057;0.0275;;1.09;8.503;0.0092;;15.63;8.5;0.9058;;9208.08;9.724;3.5589;;2432.06;9.663;0.1057;;2.5;9.795;0.0122;;3.09;9.855;0.1892;;490.06;10.123;0.1113;;70.61;10.073;1.4627;;445.62;10.1;0.0846;;3.39;10.187;0.0916;;276.84
!;!;Goethite blank;87.d;Sample;;6/24/2025 12:30 PM;3.225;9.9717;;11442.49;3.219;0.0022;;5.58;4.288;5.2806;;13278.33;4.292;0.0089;;43.9;4.683;0.0098;;133.63;4.736;3.4703;;4718.63;4.921;2.5192;;8540.28;4.909;0.0031;;2.25;4.979;2.6542;;8116.69;4.974;0.0002;;4.8;5.11;9.9968;;8933.46;5.122;0.0007;;28.43;5.421;0.0024;;7.55;5.415;2.4127;;98444.36;5.486;0.001;;13.03;5.549;0;;22.35;5.664;0.0102;;13.75;5.66;3.4087;;2820.49;5.836;2.4361;;25389.5;5.84;0.0063;;1.15;5.971;0.0116;;118.92;5.991;2.5484;;8473.85;6.252;0;;0.24;6.232;1.2322;;656.56;6.383;0.0008;;2.3;6.356;0.0059;;2.66;6.435;1.3756;;113.43;6.617;1.368;;1947.06;6.629;0.0013;;0.97;6.677;0.9143;;889.66;6.768;0.0042;;3.95;6.828;0.0016;;61.86;6.814;2.4704;;3785.81;6.857;0.7349;;707.85;6.817;0.0229;;6.99;7.075;0.0097;;0.75;6.995;0.7739;;1423.46;6.734;0.0001;;2.83;7.477;0.0067;;17.65;7.351;0.0034;;1.06;7.364;0.3607;;581.94;7.5;0.0022;;7.05;7.602;0.0243;;1.82;7.827;0.0001;;3.6;8.077;0.2321;;296.4;8.048;0.0474;;5.36;8.486;0.0051;;5.82;8.5;0.9672;;214.46;9.724;4.583;;283.31;9.688;0.1089;;1.93;9.812;0.0107;;2.12;9.855;0.2406;;539.09;9.974;0.2006;;3.2;10.073;2.2195;;931.46;10.084;0.0609;;4.26;10.195;0.1326;;125.78
!;!;Control ratio 1;88.d;Sample;;6/24/2025 12:45 PM;3.225;9.9226;;6566.92;3.228;0.2833;;140.39;4.288;5.3186;;19190.38;4.292;0.0098;;17.47;4.757;0.0023;;5.31;4.736;3.236;;30942.47;4.921;2.4956;;14752.83;4.925;0.2962;;1304.96;4.979;2.6512;;15891.95;4.983;0.2702;;682.35;5.11;10.192;;10277.03;5.089;0.0005;;7.99;5.396;0.0015;;1.68;5.415;2.4625;;14664.93;5.552;0.0009;;17.54;5.574;0.0001;;36.98;5.648;0.0062;;26.25;5.66;3.1882;;10406.06;5.836;2.6028;;68433.17;5.832;0.3309;;135.67;5.987;0.3199;;1405.52;5.991;2.5536;;14557.64;6.236;0.2893;;60.63;6.232;1.2755;;9134.38;6.548;0.0014;;19.39;6.397;0.0065;;8.21;6.426;1.5548;;1921.25;6.617;1.1272;;605.32;6.612;0.1478;;42.85;6.677;1.4489;;1113.47;6.694;0.0016;;6.26;6.803;0.1886;;327.27;6.814;2.4523;;4708.11;6.866;0.9142;;111.77;6.882;0.0665;;56.34;7.001;0.0236;;3.01;6.995;0.3759;;668.36;7.152;0.0001;;2.44;7.238;0.0009;;8.7;7.359;0.0438;;2.85;7.355;0.1362;;1406.09;7.542;0.0002;;13.16;7.793;0.0325;;1.42;7.786;0;;2.75;8.069;0.054;;186.83;7.989;0.1169;;8.83;8.503;0.0072;;34.57;8.5;0.9804;;414.52;9.724;1.4448;;936.49;9.73;0.0604;;4.07;9.837;0.001;;1.02;9.855;0.127;;675.47;10.015;0.0639;;0.93;10.073;0.709;;690.35;10.018;0.2341;;6.21;10.204;0.0401;;72.58
!;!;Control ratio 2;89.d;Sample;;6/24/2025 1:00 PM;3.225;10.0002;;13300.77;3.228;0.2797;;1212.26;4.288;5.2892;;6898.08;4.292;0.0078;;72.75;4.716;0.0056;;41.25;4.736;3.2307;;6691.24;4.921;2.5027;;48293.48;4.925;0.2783;;844.14;4.979;2.6848;;32319.37;4.974;0.2806;;1763.04;5.11;10.0984;;11172.92;5.114;0.0008;;56.31;5.412;0.0012;;12.48;5.415;2.4216;;36350.14;5.544;0.0022;;38.51;5.583;0.0002;;77.82;5.697;0.015;;29.03;5.66;3.2218;;14099.79;5.836;2.5992;;26831.39;5.832;0.3394;;61.66;5.996;0.3124;;1507.33;5.991;2.5769;;15553.42;6.236;0.2557;;136.28;6.232;1.1885;;32333.97;6.499;0.0005;;1.32;6.282;0.028;;14.55;6.426;1.4255;;1806.03;6.617;1.3143;;8178.49;6.612;0.1607;;33.15;6.677;1.368;;689.73;6.645;0.0005;;2.74;6.787;0.2012;;25.94;6.806;2.4046;;1954.34;6.857;0.7291;;83.95;6.833;0.0245;;18.21;7.083;0.0063;;3.14;6.995;0.4176;;3501.04;7.061;0.0002;;3.09;7.115;0.0003;;1.58;7.343;0.0395;;8.12;7.339;0.1351;;742.92;7.509;0.0014;;14.66;7.801;0.0426;;2.91;7.844;0.0001;;6.41;8.077;0.053;;26.37;8.14;0.0619;;1.67;8.511;0.0078;;14.2;8.5;0.9652;;5323.38;9.724;1.3476;;1591.63;9.704;0.5415;;2.02;9.845;0.0187;;3.26;9.855;0.112;;401.36;9.833;0.0547;;4.64;10.073;0.6354;;363.33;10.067;0.3004;;6.66;10.204;0.0517;;223.28
;!;QCs std;90.d;Sample;;6/24/2025 1:15 PM;3.2;9.9252;;6779.17;3.203;8.1085;;7224.53;4.288;5.1779;;8106.56;4.292;4.4948;;12442.88;4.74;9.5996;;26972.24;4.736;3.6419;;7701.59;4.921;2.4535;;55321.93;4.925;2.0431;;4134.63;4.979;2.57;;151941.83;4.983;2.029;;21199.73;5.118;9.6762;;9020.11;5.114;2.0699;;13789.84;5.421;2.2639;;1625.68;5.415;2.4393;;12542.55;5.536;2.0384;;1043.82;5.574;2.0611;;17387.5;5.664;10.081;;12582.2;5.66;3.7841;;10734.56;5.836;2.5389;;4462.46;5.84;2.0616;;552.98;5.996;2.0328;;3716.76;5.991;2.5559;;1033.72;6.228;2.1101;;1943.69;6.232;1.2522;;1529.83;6.408;2.423;;733.38;6.43;17.9373;;15093.28;6.426;4.2505;;2623.78;6.617;1.2562;;11509.6;6.612;1.9172;;1441.23;6.677;4.8934;;1345.37;6.686;0.9275;;2974.08;6.812;2.0078;;1974.52;6.806;2.5019;;4729.19;6.857;5.0871;;19431.38;6.866;1.7447;;4252.15;6.992;4.2777;;1362.59;6.995;1.2351;;19949.97;7.102;2.1422;;18112.6;7.197;2.024;;4599.19;7.367;1.9993;;2028.34;7.364;1.1844;;20213.69;7.567;1.9798;;8140.19;7.727;1.9621;;2087;7.852;0.5149;;20101.2;8.085;1.1965;;13217.85;8.082;1.8988;;894.44;8.494;2.2035;;944.34;8.5;2.5187;;13471.03;9.724;23.038;;4594.03;9.746;60.1946;;4776.21;9.861;1.9234;;6036.47;9.855;2.3627;;37694.18;10.048;2.079;;3950.87;10.073;21.6627;;13068.66;10.1;61.5557;;12580.93;10.195;2.2756;;2482.12
!;!;con d 2h;91.d;Sample;;6/24/2025 1:31 PM;3.225;9.9644;;13605.14;3.236;0.0016;;2.87;4.288;5.3293;;26876.54;4.292;0.0074;;28.49;4.782;0.0021;;9.52;4.736;3.3251;;19870.07;4.921;2.5359;;27344.14;4.917;0.0046;;10.94;4.979;2.7897;;1821;4.966;0;;2.66;5.118;10.1213;;11554.81;5.105;0.0008;;28.39;5.388;0.0033;;5.25;5.415;2.404;;15427.29;5.429;0.0004;;19.43;5.665;0.0001;;6.43;5.656;0.0057;;52.06;5.66;3.2033;;8266.51;5.836;2.3858;;34318.16;5.832;0.0055;;2.52;5.963;0.0081;;16.09;5.991;2.5865;;8646.07;6.228;0.0066;;6.29;6.232;1.2775;;11017.73;6.408;0.0004;;1.58;6.586;0.0033;;1.61;6.426;1.6844;;2315.35;6.617;1.267;;669.66;6.637;0.0005;;5.11;6.685;1.4345;;2249.74;6.448;0.0009;;1.37;6.795;0.0322;;52.4;6.806;2.4642;;5009.07;6.857;0.9802;;1636.05;6.841;0.0048;;2.29;6.976;0.0062;;3.66;6.995;0.4591;;3103.06;6.963;0.0004;;10.23;7.164;0.0009;;4.5;7.326;0.0332;;1.47;7.347;0.1733;;88.31;7.625;0.0004;;10.83;7.61;0.0198;;1.73;7.86;0;;2.25;8.069;0.0877;;294.78;8.057;0.0302;;7.21;8.494;0.0052;;13.83;8.5;1.4673;;722.73;9.724;1.5305;;203.21;9.597;0.0437;;1.69;9.986;0.008;;3.4;9.855;0.1314;;96.95;10.048;0.2245;;6.85;10.073;0.7486;;473.1;10.084;0.2539;;15.78;10.204;0.047;;53.27
!;!;Con d 4h;92.d;Sample;;6/24/2025 1:46 PM;3.225;9.9963;;16682.95;3.194;0.0016;;6.24;4.288;5.2699;;36125.06;4.292;0.01;;13.89;4.79;0.0042;;18.26;4.736;3.1937;;9769.83;4.921;2.4854;;7388.12;4.917;0.004;;3.6;4.979;2.7162;;23780.27;4.999;0.0003;;7.12;5.118;10.2859;;9314.91;5.097;0.0007;;62.08;5.412;0.0012;;2.3;5.415;2.4472;;11744.34;5.536;0.0007;;45.58;5.566;0.0002;;51.44;5.672;0.036;;83.9;5.66;3.2724;;13910.74;5.836;2.6013;;40660.5;5.84;0.0082;;3.28;5.996;0.0119;;144.49;5.991;2.6213;;9178.62;6.236;0.0062;;3.78;6.232;1.2159;;8255.72;6.441;0.0008;;5.96;6.782;0.0271;;3.54;6.435;1.6642;;138.27;6.617;1.2317;;4091.63;6.604;0.0002;;1.48;6.677;1.4762;;3908.23;6.694;0.0006;;2.13;6.82;0.0207;;116.09;6.814;2.4353;;439.37;6.857;1.1174;;590.83;6.932;0.0359;;175.53;6.91;0.0333;;1.37;6.986;0.4583;;2009.57;7.102;0.0001;;3.35;7.148;0.0006;;6.03;7.343;0.0614;;6.4;7.355;0.1605;;6175.75;7.592;0.0002;;5.15;7.635;0.0273;;3.52;7.835;0.0001;;5.04;8.085;0.0536;;437.07;8.131;0.0442;;2.53;8.503;0.0067;;32.9;8.5;1.4486;;620.79;9.724;1.5379;;180.61;9.721;0.2218;;4.17;9.828;0.0029;;11.24;9.855;0.1198;;176.75;10.181;0.0702;;2.35;10.073;0.692;;174.85;10.084;0.2663;;9;10.195;0.0526;;45.06
!;!;Con d 6h;93.d;Sample;;6/24/2025 2:01 PM;3.225;10.032;;12260.37;3.203;0.0016;;5.08;4.296;5.1914;;40275.77;4.292;0.0082;;12.2;4.79;0.0018;;8.91;4.744;3.0321;;13525.04;4.93;2.474;;14342.58;4.934;0.004;;2.8;4.987;2.5375;;19359.32;4.999;0.0003;;40.74;5.118;10.2032;;16044.47;5.114;0.001;;91.57;5.379;0.0041;;4.13;5.415;2.3844;;13362.15;5.593;0.0003;;5.42;5.574;0;;7.71;5.672;0.0123;;81.41;5.66;3.2088;;11894.21;5.836;2.6373;;64815.28;5.848;0.0063;;9.36;5.987;0.0073;;20.59;5.991;2.536;;11454.61;6.22;0.0062;;2.4;6.232;1.2306;;5368.44;6.375;0.0011;;6;6.34;0.0192;;6.27;6.426;1.6467;;2160.58;6.609;1.2828;;5667.16;6.588;0.0015;;1.27;6.677;1.5073;;6494.37;6.629;0.0021;;4.03;6.779;0.0288;;107.07;6.806;2.3994;;4189.91;6.857;1.0401;;1197.15;6.768;0.0086;;3.93;6.951;0.0414;;3.63;6.995;0.4704;;185.13;6.971;0.0003;;2.41;7.263;0.0008;;14.69;7.326;0.0518;;8.47;7.355;0.182;;417.84;7.5;0.0011;;3.16;7.751;0.0108;;1.06;7.844;0;;4.23;8.077;0.0727;;817.49;8.09;0.018;;1.85;8.503;0.0099;;44.77;8.5;1.4399;;3087.54;9.724;1.4902;;2654.78;9.688;0.1402;;9.27;9.579;0.0242;;11.07;9.855;0.1384;;127.54;9.999;0.1454;;15.1;10.073;0.6953;;246.34;10.092;0.3069;;17;10.195;0.0365;;36.37
!;!;Con d 8h;94.d;Sample;;6/24/2025 2:16 PM;3.225;9.9926;;7688.69;3.236;0.0012;;4.3;4.288;5.3633;;57023.46;4.301;0.0085;;28.26;4.74;0.0009;;10.24;4.736;3.0131;;10543.96;4.921;2.4826;;9861.06;4.917;0.003;;2.71;4.979;2.6575;;9575.41;4.999;0.0043;;59.53;5.11;10.4291;;15388.14;5.114;0.0009;;31.85;5.412;0.0017;;2.26;5.415;2.4669;;17795.56;5.61;0.0011;;39.07;5.566;0.0001;;13.31;5.664;0.0169;;82.42;5.66;3.2065;;3947.03;5.836;2.4029;;38930.76;5.823;0.0061;;6.73;5.996;0.0102;;473.97;5.991;2.4299;;854.92;6.269;0.0035;;1.93;6.232;1.2985;;8642.94;6.375;0.0003;;3.02;6.249;0.0164;;9.67;6.435;1.649;;8985.1;6.609;1.2456;;27826.87;6.612;0.0006;;1.42;6.677;1.3392;;3101.84;7.096;0.0023;;3.55;6.812;0.02;;51.6;6.806;2.4965;;6067.78;6.857;0.9938;;907.77;6.874;0.0322;;7.14;6.902;0.0173;;2.75;6.986;0.4891;;1596.35;6.971;0;;1.27;7.197;0.0009;;5.04;7.334;0.0335;;3.18;7.364;0.1822;;726;7.583;0.0011;;27.57;7.668;0.0276;;3.69;7.885;0;;1.85;8.077;0.0691;;40.83;8.172;0.0125;;3.22;8.511;0.0054;;18.99;8.5;1.47;;656.17;9.724;1.4375;;177;9.754;0.1411;;17.24;9.903;0.0111;;10.67;9.855;0.1354;;311.5;10.131;0.4234;;17.65;10.064;0.6615;;549;10.001;0.342;;8.24;10.195;0.0429;;834.19
